ir_tab,uv_tab,coincidence_tab
-3.141592653589793,3.141592653589793,
-6.283185307179586,6.283185307179586,
-9.42477796076938,9.42477796076938,
-12.56637061435917,12.56637061435917,
-15.707963267948964,15.707963267948964,
-18.84955592153876,18.84955592153876,
-21.99114857512855,21.99114857512855,
-25.13274122871834,25.13274122871834,
-28.274333882308134,28.274333882308134,
-31.415926535897928,31.415926535897928,0.13178875666518597
-34.55751918948772,34.55751918948772,0.049643681861178006
-37.69911184307752,37.69911184307752,0.07977579015108655
-40.8407044966673,40.8407044966673,0.12746258651473066
-43.9822971502571,43.9822971502571,0.17092080608198695
-47.12388980384689,47.12388980384689,0.2011531076149582
